@RELATION	text2arff

@ATTRIBUTE	tanimi_nedir	STRING
@ATTRIBUTE	kim_ne_yapar	STRING
@ATTRIBUTE	nasil_yapilir	STRING
@ATTRIBUTE	nicin_yapilir	STRING
@ATTRIBUTE	ne_olunca_yapilir	STRING
@ATTRIBUTE	yapinca_ne_olur	STRING
@ATTRIBUTE	fiziksel_zihinsel	STRING
@ATTRIBUTE	kim_ne_ile_yapilir	STRING
@ATTRIBUTE	ney_kime_yapilir	STRING
@ATTRIBUTE	ney_kimi_yapilir	STRING
@ATTRIBUTE	nerede_yapilir	STRING
@ATTRIBUTE	class	{acele_etmek,aciklamak,acilmak,acmak,affetmek,ag,agac,aglamak,akil_etmek,alay_etmek,alismak,almak,anlamak,anlatmak,anmak,araba_surmek,aramak,artmak,arzu_etmek,asik_olmak,asmak,atamak,ates_etmek,atlamak,atmak,ayaga_kalkmak,ayarlamak,ayirmak,ayrilmak,bagirmak,bagislamak,baglamak,bahsetmek,bakmak,balik_tutmak,banyo_yapmak,barismak,basarmak,baslamak,baslatmak,basmak,begenmek,beklemek,belgelemek,belirlemek,belirtmek,benzemek,bikmak,bildirmek,bilmek,binmek,bir_araya_gelmek,birakmak,bitirmek,bitmek,bolmek,borc_almak,borc_vermek,bozdurmak,bozmak,bulmak,bulunmak,bulusmak,buyumek,cagirmak,cagrida_bulunmak,calismak,calmak,can_almak,can_vermek,cani_sikilmak,canlandirmak,canlanmak,canta,carpismak,carpmak,catal,cati,cavdar,cay,cekmece,cekmek,cekyat,celik,cerceve,cereyan_etmek,cevap_vermek,cevaplandirmak,cevirmek,ceza_vermek,cezalandirmak,cicek,cikarmak,cikartma,cikmak,cikolata,cikrik,cimento,cini,civi,cizmek,cokelek,corap,cozmek,cuval,dagitmak,daire,dal,damga,dans_etmek,dantel,davam_etmek,davet_etmek,davranmak,degerlendirmek,degismek,degistirmek,demek,denemek,ders_calismak,desteklemek,deterjan,devam_etmek,dikkat_etmek,dile_getirmek,dilemek,dinlemek,dinlenmek,dogmak,dogrulamak,dokmek,dokunmak,dolasmak,donmek,dovmek,dua_etmek,durdurmak,durmak,dus_yapmak,dusmek,dusunmek,duvar,duymak,duzenlemek,eglenmek,ele_gecirmek,emekli_olmak,emretmek,endise_etmek,engel_olmak,engellemek,ertelemek,etkilemek,ev_tutmak,evlenme_teklif_etmek,evlenmek,ezberlemek,farketmek,farzetmek,feshetmek,fotokopi_cekmek,fren_yapmak,gec_kalmak,gecikmek,gecirmek,gecmek,gelismek,gelistirmek,gelmek,gerceklesmek,gerceklestirmek,gerekmek,geri_vermek,getirmek,gezmek,girmek,gitmek,giyinmek,giymek,gizlemek,gocmek,gondermek,gormek,gorunmek,gorusmek,gostermek,goturmek,goz_atmak,gozaltina_almak,gozden_gecirmek,gozukmek,grev_yapmak,gulmek,guzellesmek,haber_vermek,harcamak,hatirlamak,hatirlatmak,hazirlamak,hazirlanmak,heyecan_duymak,hissetmek,hosa_gitmek,hoslanmak,icmek,idare_etmek,iddia_etmek,ifade_vermek,ihrac_etmek,ihtiva_etmek,ikaz_etmek,ikna_etmek,ikram_etmek,ilan_etmek,ileri_surmek,ilerlemek,ilgilenmek,imkansiz,imtihan_etmek,imtihana_girmek,imzalamak,inanmak,incelemek,inmek,insaat_yapmak,iptal_etmek,isaret_etmek,isbirligi_yapmak,isgal_etmek,isinmak,isirmak,isitmak,isitmek,ismarlamak,israr_etmek,istemek,istifa_etmek,isyan_etmek,ithal_etmek,itiraz_etmek,itmek,izah_etmek,izin_almak,izin_vermek,izlemek,kabul_etmek,kacirmak,kacmak,kahvalti_etmek,kaldirmak,kalkmak,kalmak,kamp_yapmak,kanunlasmak,kapamak,kapanmak,kar_etmek,karar_vermek,karismak,karsi_cikmak,karsilamak,karsilastirmak,katilmak,kaybetmek,kaybolmak,kaydetmek,kaygilanmak,kayit_yaptirmak,kaynaklanmak,kaza_yapmak,kaza_yaptirmak,kazanmak,kesmek,kinamak,kirada_oturmak,kiralamak,kirmak,kizmak,koklamak,kokmak,kolaylamak,kolaylasmak,kontrol_etmek,konusmak,korkmak,korumak,kosmak,kovmak,koymak,kullanmak,kurmak,kurtarmak,kuskulanmak,kutlamak,kuvvetlenmek,lazim_olmak,mahvetmek,mecbur_olmak,memnun_kalmak,memnun_olmak,merak_etmek,mesgul_olmak,meshur_olmak,meydana_cikmak,meydana_gelmek,mezun_olmak,monte_etmek,mudafaa_etmek,mudahale_etmek,munakasa_etmek,muracaat_etmek,musaade_etmek,neden_olmak,nefret_etmek,nezle_olmak,nitelendirmek,noktalamak,not_almak,not_etmek,not_tutmak,odemek,ogrenmek,ogretmek,okumak,oldurmek,olmak,olmek,olusmak,olusturmak,onaylamak,one_surmek,onem_vermek,onermek,ongormek,onlemek,opmek,ortadan_kaldirmak,ortaya_cikarmak,ortaya_koymak,oturmak,oy_vermek,oynamak,ozetlemek,ozlemek,ozur_dilemek,paniklemek,para_kazanmak,pazarlik_etmek,pisirmek,pisman_olmak,pismek,planlamak,postalamak,rahat_almak,rahatsiz_etmek,rastlamak,razi_olmak,reddetmek,rejim_yapmak,restore_etmek,rica_etmek,riske_girmek,riski_girmek,saglamak,saklamak,saldirmak,sanmak,sapmak,saptamak,sarki_soylemek,sarmak,sart,sasirmak,sasmak,satin_almak,satmak,savasmak,savunmak,saymak,selamlamak,sevinmek,sevmek,seyahat_etmek,seyretmek,siginmak,sikayet_etmek,sikilmak,sinava_girmek,sinirlamak,sohbet_etmek,sokmak,son_vermek,sona_ermek,soylemek,soz_vermek,spor_yapmak,suphe_etmek,surdurmek,surmek,takip_etmek,takmak,tanismak,tanistirmak,tasimak,tavsiye_etmek,teklif_etmek,tekrar_etmek,telefon_etmek,temas_etmek,temas_kurmak,temin_etmek,temizlemek,temsil_etmek,tercih_etmek,tercume_etmek,terfi_etmek,terlemek,tesekkur_etmek,tesir_etmek,teslim_etmek,tesvik_etmek,titremek,toplamak,toplanmak,tutmak,tutuklamak,ucmak,ugramak,ugrasmak,ulasmak,umit_etmek,ummak,unutmak,uretmek,usumek,uyanmak,uyarmak,uygulamak,uymak,uyumak,uzanmak,uzerinde_durmak,uzulmek,var_olmak,varmak,vazgecmek,vermek,vurmak,yagmak,yakalamak,yaklasmak,yakmak,yalanlamak,yanit_vermek,yanitlamak,yanitsiz_birakmak,yanmak,yapmak,yaratmak,yasaklamak,yasaklanmak,yasamak,yaslanmak,yatirmak,yatmak,yaymak,yazmak,yedirmek,yemek_yemek,yenmek,yer_almak,yer_vermek,yerine_getirmek,yetismek,yetistirmek,yikamak,yikmak,yol_acmak,yolculuk_yapmak,yollamak,yonetmek,yorulmak,yukselmek,yurumek,yurutmek,yuzmek,zahmet_etmek,zannetmek,zarar_etmek,ziyan_etmek,ziyaret_etmek,zorlamak,zorluk_cekmek,zorunda_olmak}

@DATA
"kaydetmek","insan","yazarak","yazmak","yazmak","ogrenmek","fiziksel","not etmek","ogrenci","ogrenmek","okul",not_almak
"not alarak yazmak","ogrenci","yazmak","sinava calismak","yuksek almak","kalici bilgi","fiziksel","kalem","","","ev",not_etmek
"yazmak","insan","yazmak","hatirlamak","yeni ogrenmek","tekrar bakmak","fiziksel","defter","not defteri","onemli konu","ev",not_etmek
"kaydetmek","insan","yazarak","yazmak","yazmak","ogrenmek","fiziksel","not tutmak","ogrenci","ogrenmek","okul",not_etmek
"birinin soylediklerini yazmak","ogrenci","yazmak","yuksek almak","unutmamak","tekrar bakmak","fiziksel","kalem","defter","bilgi","ders",not_tutmak
"olaylari yazmak","ogrenci","yazmak","ders gecmek","derse girmek","dersten gecmek","fiziksel","kagit","defter","ders","okul",not_tutmak
"kaydetmek","insan","yazarak","yazmak","yazmak","ogrenmek","fiziksel","not almak","ogrenci","ogrenmek","okul",not_tutmak
"degerini vermek","musteri","vermek","almak","","sahip olunur","fiziksel","para","satici","","magaza",odemek
"bir alisveris iliskisinde  alinan seyin bedelini saticiya vermek.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","fiziksel","ornek","insan","soru problem","dis ortam",odemek
"alinan hizmetin karsiligini vermek","insan","para vererek","hizmet almak","alisveris yapilirken","hizmet alinir","fiziksel","para","restoran","hizmet","Alisveris Merkezi",odemek
"birinden bilgi almak","ogrenci  insan","","","","","zihinsel","","","","",ogrenmek
"bilgi edinmek.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","zihinsel","ornek","insan","soru problem","dis ortam",ogrenmek
"yeni bilgiler edinmek","insan  ogrenci","tekrar ederek","bilgi edinmek","ders calisirken","yeni kazanim elde edilir","zihinsel","kitap","insan","ders","okul",ogrenmek
"birine bilgi vermek","ogretmen ","","","","","zihinsel","","","","",ogretmek
"birine istenilen herhangi bir konuda bilgi ve beceri kazandirmak.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","zihinsel","ornek","insan","soru problem","dis ortam",ogretmek
"yeni bilgiler aktarmak","ogretmen","tekrar ederek","bilgi aktarmak","ders anlatirken","bilgi aktarimi yapilmis olur","zihinsel","ogrenci","insan","ders","okul",ogretmek
"bir yaziyi seslendirmek","cocuk","okumak","bilgilenmek","ogrenmek","kulturlenmek","zihinsel","goz","kitap","yazi","kutuphane  yatak  oda",okumak
"yazinin goz ile anlasilmasi","insan","haberleri takip etmek","haberdar olmak","gazete almak","ogrenmek","fiziksel","gazete","","","ev  kafe",okumak
"ogrenmek","ogrenci","okuyarak","ogrenmek","ogrenmek","bilmek","fiziksel","istemek","ogrenci","ogrenmek","okul",okumak
"birinin canina son vermek","katil","bicaklamak","","kavga","suclu","fiziksel","silah","canli","","sokak",oldurmek
"oldurme bir canli varligin yasamina son verme eylemidir.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","fiziksel","ornek","insan","soru problem","dis ortam",oldurmek
"bir canlinin yasam hakkini elinden almak ","insan  hayvan","saldirarak","ortadan kaldirmak","savasirken","cinayet islenmis olur","fiziksel","silah","insan  hayvan","insan  hayvan","her yer",oldurmek
"meydana gelmek","insan","mezun olmak","meslek sahibi olmak","tahsilat bitimek","doktor olmak","","okul","","","universite",olmak
"varolus","","","","","","","meydana getirmek","insan","","",olmak
"var olus","insan","yasayarak","istemek","istemek","istemek","fiziksel","insan","insan","istemek","cevre",olmak
"yasantinin bitmesi","yasli","","","","","fiziksel  zihinsel","","","","",olmek
"(canlilar icin) herhangi bir nedenle yasami sona ermek  artik yasamaz olmak  can vermek.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","fiziksel","ornek","insan","soru problem","dis ortam",olmek
"vefat etmek","insan  hayvan  bitki","","","savasirken","hayati fonksiyonlar son bulmus olur","fiziksel","","insan  hayvan","insan  hayvan","her yer",olmek
"ortaya cikmak","meyve","sulamak","buyumek","ekmek","bitki","fiziksel","tohum","","govde","bahce",olusmak
"meydana gelmek","insan","deney","deney yapmak","yeni bilesen bulmak","deney","fiziksel","karisim","madde","","labaratuar",olusmak
"tanimi nedir?","kim/ne yapar?","nasil yapilir?","nicin yapilir?","ne olunca yapilir?","yapinca ne olur?","fiziksel/zihinsel","kim/ne ile yapilir?","neye/kime yapilir?","neyi/kimi yapilir?","nerede yapilir?",olusmak
"ortaya cikarmak","insan","emek vererek","istemek","istemek","istemek","fiziksel","istemek","insan","calismak","toplum",olusmak
"bir ise bicim vermek","sanatci","","","","","","malzeme","","","",olusturmak
"bir ise bicim vermek","sanatci","","uretmek","","","fiziksel","malzeme","","","",olusturmak
"elirgin bir varlik kazanmasini saglamak  bicimlendirip ortaya cikarmak  olusmasini saglamak.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","fiziksel","ornek","insan","soru problem","dis ortam",olusturmak
"yeni bir sey yaratmak","insan","","yaratmak","yeni bir seye ihtiyac duyulunca","yeni bir esya yaratilir","","","insan","","her yer",olusturmak
"bir fikre katilmak","insan","konusmak","devam etmek","kararsiz kalmak","kabul gormek","zihinsel","arkadas","muhattap","","",onaylamak
"bir fikri dogru bulmak","yetki","sozlu","devam etmek","ihtiyac halinde","tatmin","zihinsel","fikir","muhattap","","",onaylamak
"yapilan bir isi dogru  uygun ve yerinde bulmak  uygun gorerek kabul etmek.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","zihinsel","ornek","insan","soru problem","dis ortam",onaylamak
"yapilan bir isi dogru  uygun ve yerinde bulmak  uygun gorerek kabul etmek.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","zihinsel","ornek","insan","soru problem","dis ortam",onaylamak
"bir fikire katilmak ve uygun bulmak ","insan","","kabul etmek","anlasmaya varilinca","uygunluk verilir","zihinsel","insan","insan","","her yer",onaylamak
"bir savin dogrulugunu kabul etmek","insan","","kabul etmek","anlasmaya varilinca","uygunluk verilir","zihinsel","insan","insan","","her yer",onaylamak
"dusuncesini belirtmek","avukat","savunma","","suclu","kanit","zihinsel","muvekkil","hakim","savunmasi","mahkeme",one_surmek
"uzerinde gorusulmek uzere bir dusunce soylemek  ortaya bir dusunce atmak.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","zihinsel","ornek","insan","soru problem","dis ortam",one_surmek
"fikir beyan etmek","insan","soz alarak","sav vermek","munazara yapilirken","yeni bir fikir sunulmus olur","zihinsel","insan","insan","","her yer",one_surmek
"birini degerli gormek","","","","","","zihinsel","","","","",onem_vermek
"onemli saymak  deger vermek  onemsemek.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","zihinsel","ornek","insan","soru problem","dis ortam",onem_vermek
"kiymet vermek","insan","","deger vermek","kisiye veya konuya ilgi uyandigindiginda","deger verilmis olunur.","zihinsel","insan esya","insan  esya","insan  esya","her yer",onem_vermek
"tavsiye etmek","","","","","","zihinsel","","","","",onermek
"kabul edilmesi dilegiyle bir gorus  bir aday  bir sey one surmek.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","fiziksel","ornek","insan","soru problem","dis ortam",onermek
"tavsiye etmek","insan","fikir sunarak","dogruya yonlerdirmek","konu ile ilgili fikir istendiginde","yeni bir alternatif sunulmus olur","zihinsel","insan","insan","insan","her yer",onermek
"tahmin etmek","lider","dusunmek","","","","zihinsel","zeka","","","",ongormek
"ileride olmasi gerekeni gostermek  onceden kararlastirmak  ilerisi icin dusunmek  olmasini onceden gerekli gormek.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","zihinsel","ornek","insan","soru problem","dis ortam",ongormek
"olacaklari oncesinden tahmin etmek","insan","gecmis verilerden yararlanilarak","tahmin etmek","gelecege dair fikir gerektiginde yapilir","istenmeyen durumlarin yasanmasinin onune gecilmeye calisilir","zihinsel","deneyim","olay","olay","her yer",ongormek
"bir duruma engel olmak","","","","","","zihinsel","","","","",onlemek
"bir seyin olmasini ya da yapilmasini onleyici bir neden durumunda ortaya cikmak  gerceklesmesine engel olmak.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","zihinsel","ornek","insan","soru problem","dis ortam",onlemek
"bir seyin gerceklesmesinin onune gecmek","insan","","olumsuzluklarin onune gecmek","olumsuz durumlarla karsilasinca","olumsuz durumlarin yasanmasinin onune gecilmis olur","hem zihinsel  fiziksel","onsezi","olay","olay","her yer",onlemek
"dudaklarini degdirmek","anne","","sevmek","ozlem","ozlem giderilir","fiziksel","dudak","cocuk","","evde",opmek
"sevgi  saygi  baglilik  tesekkur belirtmek eregiyle dudaklari bir kimseye ya da seye degdirmek.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","fiziksel","ornek","insan","soru problem","dis ortam",opmek
"guzel duygularin disa vurumu","insan hayvan","yakinlasarak","sevgiyi aktarmak","sevgi gostermek icin","duygular paylasilir","fiziksel","dudak agiz","insan  hayvan","insan  hayvan","her yer",opmek
"gorunmeyen bir yere koymak","hayvan","gommek","","","yok","fiziksel","icgudu","","istenmeyen","toprak",ortadan_kaldirmak
"gorunmesin diye onlem almak  gizlemek  saklamak.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","fiziksel","ornek","insan","soru problem","dis ortam",ortadan_kaldirmak
"bir seyi yok etmek","insan","saklayarak","saklamak","yok etmek gerektiginde","yok edilir","fiziksel","esya","hakim","esya","her yer",ortadan_kaldirmak
"goz onune cikarmak","dedektif","arastirma","gercek","","kanit","zihinsel","yetki","olay","","mahal",ortaya_cikarmak
"(bir seyi) belgeleriyle kanitlamak.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","fiziksel","ornek","insan","soru problem","dis ortam",ortaya_cikarmak
"bir seyi aciga cikarmak","insan","","gostermek","duyurmak  gerektiginde","kanitlanir","zihinsel","","insan","","her yer",ortaya_cikarmak
"bir bilinmezi olusturmak","muzisyen","","iletisim","ilham","sanat","zihinsel","nota","insan","","evren",ortaya_koymak
"aratmak  yapmak  olusturmak.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","fiziksel","ornek","insan","soru problem","dis ortam",ortaya_koymak
"fikir sunmak","insan","","beyan etmek","munazara yapilirken","yeni bir fikir sunulur","zihinsel","","mudur","proje","her yer",ortaya_koymak
"belirli bir yerde yasamak","insan","ortak yasam","","uzlasma","huzur","fiziksel","aile","","","ev",oturmak
"vucudun belden yukarisi dik duracak bicimde agirligi kaba etlere vererek bir yere yerlesmek.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","fiziksel","ornek","insan","soru problem","dis ortam",oturmak
"dinlenmek icin yapilan faaliyet","insan","yaslanarak","dinlenmek","yorulunca","dinlenilir","fiziksel","koltuk","esya","esya","ev",oturmak
"bir duruma karsi gorus belirtmek","secmen","secmek","","secim","kazanan","fiziksel","oy","aday","","oy merkezi",oy_vermek
"Oylama  secim bolgesinde bir toplanti veya secmen gibi bir grup icin  genellikle tartisma veya secim kampanyalarinin ardindan toplu bir karar vermek veya gorus bildirmek icin kullanilan bir yontemdir.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","fiziksel","ornek","insan","soru problem","dis ortam",oy_vermek
"bir konuda secim yapmak","insan","damga vurarak","secim yapmak","secim yapilirken","tercih yapilir","fiziksel","muhur","kagit","","okul",oy_vermek
"dans etmek","dansci","hareket","eglenmek","mutlu","guzel his","fiziksel","muzik","seyirci","","",oynamak
"hosca vakit gecirme  eglenme  oyalanma gibi amaclarla bir seyle  herhangi bir oyunla ugrasmak.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","fiziksel","ornek","insan","soru problem","dis ortam",oynamak
"dans etmek","insan","hareket ederek","eglenmek","eglencede","eglenilir","fiziksel","insan","insan","","eglence mekanlari",oynamak
"bir konunun ozunu anlatmak","asistan ","konusmak","zamansizliktan","acele","kisa surer","zihinsel","kelimeler","patrona","","is",ozetlemek
"bir konuyu  sozu ya da yaziyi ana cizgileriyle  daha az sozcukle  kisa ve oz bir bicimde anlatmak ya da yeniden yazmak.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","zihinsel","ornek","insan","soru problem","dis ortam",ozetlemek
"kisaca anlatmak","insan","kisaca yazarak","kisaca anlatmak","uzun icerikleri daha kompakt hale geitmek icin","Genel icerigi olan kompakt bir belge elde edilir.","hem zihinsel  fiziksel","kagit kalem","defter","ders","okul",ozetlemek
"birini gormek istemek","anne","","","","","zihinsel","","","","",ozlemek
"sevdigi bir seyi ya da kimseyi bir daha gormek istegini duymak  ona kavusmak istemek  onu gorecegi gelmek.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","fiziksel","ornek","insan","soru problem","dis ortam",ozlemek
"sevilen bireylerden uzak kalinca hissedilen duygu","insan hayvan","","hatirlamak","sevilen insanlardan  hayvanlardan ya da esyalardan uzak kalindiginda ","duygular yogunlasir","zihinsel","insan","insan  hayvan","insan  hayvan","her yer",ozlemek
"birinden bagislanma dilemek","","","","","","zihinsel","","","","",ozur_dilemek
"yapilan bir yanlistan  uygun olmayan bir durumdan vb. dolayi bagislanma dilemek.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","zihinsel","ornek","insan","soru problem","dis ortam",ozur_dilemek
"hatali davranis sonucu affedilmek amaciyla yapilan eylem","insan hayvan","konusarak","affedilmek icin","hatali davranis sergilendiginde","karsidaki kisi ile yasanan  olumsuz duygular son bulur","hem zihinsel  fiziksel","insan","insan  hayvan","","her yer",ozur_dilemek
"strese girmek","ogrenci","korkmak","","stres","gerginlik","zihinsel","duygular","ogretmen","","sinif",paniklemek
"buyuk bir korkuya kapilmak  asiri olcude korkup ne yapacagini bilemez olmak  panige kapilmak.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","zihinsel","ornek","insan","soru problem","dis ortam",paniklemek
"olumsuz bir durum  karsisinda fazla heyecanlanmak","insan hayvan","","","beklenmeyen durum ve hareketler ile karsilasildiginda ","heyecan durumu artar","hem zihinsel  fiziksel","","olay","","her yer",paniklemek
"ekonomik bagimsizlik","calisan","","","","","fiziksel","","","","",para_kazanmak
"emek verilerek yapilan isin odenen karsiliktir.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","fiziksel","ornek","insan","soru problem","dis ortam",para_kazanmak
"verilen emegin maddi karsiligini almak","insan","calisarak","hayatta kalabilmek","calisma karsiliginda","para harcanir","fiziksel","para","","","İs Yeri",para_kazanmak
"indirim yaptirmak","","","","","","zihinsel","","","","",pazarlik_etmek
"bir malin  urunun  hizmetin vb. fiyati uzerinde karsilikli cekismek.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","fiziksel","ornek","insan","soru problem","dis ortam",pazarlik_etmek
"indirim icin satici ile anlasmaya calismak","insan","konusarak","indirim alabilmek","alisveris yaparken","indirimli urun elde edilir","fiziksel","insan","insan","esya","Pazar",pazarlik_etmek
"isi uygulamak","asci","kizartmak","doymak","acikmak","yenir ","fiziksel","ocak","yiyecek","","mutfakta",pisirmek
"bir besin maddesini gerektigi surece isida tutarak yenebilecek bir duruma getirmek.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","fiziksel","ornek","insan","soru problem","dis ortam",pisirmek
"cig besinleri ates ile yenilecek duruma getirmek","insan","atesle","yemek yemek","insanlar aciktiginda ","tuketilmeye hazir besin elde edilir","fiziksel","sebze meyve et","sebze meyve et","sebze meyve et","Ev",pisirmek
"yaptigindan uzuntu duymak","insan ","","","","","zihinsel","duygular","arkadas","","",pisman_olmak
"yaptigi bir isin yanlis oldugunu ya da uygunsuz sonuc verdigini  soyledigi bir sozun yerinde olmadigini anlayarak uzulmek.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","fiziksel","ornek","insan","soru problem","dis ortam",pisman_olmak
"yapilan yanlis bir hareket sonrasi hissedilen olumsuz duygu durumu","insan","","yanlistan donmek","yanlis hareket sergilendiginde","ozur dilenir","zihinsel","","","","her yer",pisman_olmak
"yeterince isidan sonra hazir hale gelmek","asci","","","","","fiziksel","","","","",pismek
"(yiyecekler icin) ates uzerinde  kaynar suda  yagda ya da firinda isi etkisiyle yenilebilir duruma gelmek.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","fiziksel","ornek","insan","soru problem","dis ortam",pismek
"fazla sicaklamak","insan bitki","","","sicak ile temas fazla oldugunda","terlenir","fiziksel","","","","her yer",pismek
"bir isi onceden belirlemek","asistan ","","","","","zihinsel","","","","",planlamak
"yapilacak bir isi belli bir plana gore duzenlemek.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","zihinsel","ornek","insan","soru problem","dis ortam",planlamak
"yapilacak aktiviteleri onceden organiz etmek","insan","organize ederek","daha iyi organize olabilmek","duzen olusturmak icin","duzenli bir ajanda elde edilir","hem zihinsel  fiziksel","ajanda","hayat","hayat","İs Yeri  Okul",planlamak
"bir belgeyi kargoyla yollamak","postaci","gondermek","gondermek","uzak","gonderilir","fiziksel","kargo","belgelere","","postane",postalamak
"genellikle posta araciligiyla yollamak  gondermek.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","fiziksel","ornek","insan","soru problem","dis ortam",postalamak
"bir mektupu uzaga gondermek","insan","paketleyerek","iletmek","bir sey gonderilmek istendiginde","paket gonderilmis olur","fiziksel","kargocu","insan","mektup","Kargo subeleri",postalamak
"bir esyayi kolayca almak","","","","","","zihinsel","","","","",rahat_almak
"olaylari cok fazla umursamamak","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","fiziksel","ornek","insan","soru problem","dis ortam",rahat_almak
"kolay gormek","insan hayvan","","","karsidaki olayi ya da insani asagi gorunce","o kisi ya da olay dikkate alinmaz","hem zihinsel  fiziksel","","olay","olay","her yer",rahat_almak
"huzuru bozmak","cocuk","aglamak","huzursuzluk","","gurultu","zihinsel","","anneye","","ev",rahatsiz_etmek
"(bir sey  birinin) keyfini kacirmak  rahatini bozmak.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","fiziksel","ornek","insan","soru problem","dis ortam",rahatsiz_etmek
"bir kisinin kotu hissetmesine sebebiyet vermek","insan hayvan","kabalik yaparak","karsidaki kisinin duygu durumunu bozmak","karsidaki kisi ile anlasmazliga dusuldugunde","karsidaki kisinin huzur hissetmesi ","hem zihinsel  fiziksel","insan","insan","insan","her yer",rahatsiz_etmek
"birine denk gelmek","tandik","","","","","fiziksel","","","","",rastlamak
"hic ummadigi  dusunmedigi halde karsilasmak.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","fiziksel","ornek","insan","soru problem","dis ortam",rastlamak
"beklenmeyen bir durumda iki kisinin karsilasmasi","insan","habersiz","","beklenmedik bir zaman ve konumda tanidik biri ile karsilasildiginda","tesadufe sevinilir","fiziksel","insan","insan","insan","her yer",rastlamak
"bir durumu kabullenmek","","","","","","zihinsel","","","","",razi_olmak
"Uygun bulmak  begenmek  benimsemek  istemek  kabul etmek.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","zihinsel","ornek","insan","soru problem","dis ortam",razi_olmak
"olanlari kabul etmek","insan hayvan","direnmeyerek","kabullenmek","bir kosulu kabul etmek gerektiginde","kosul disindaki secenekler goz ardi edilir","hem zihinsel  fiziksel","","olay","","her yer",razi_olmak
"bir durumu kabul etmemek","patron","konusmak","ise alim","mulakat","ise girmek","zihinsel","calisan","patrona","sunum","ofis",reddetmek
"kendisine verilen ya da kendisi icin yapilmak istenen bir seyi kabul etmemek.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","fiziksel","ornek","insan","soru problem","dis ortam",reddetmek
"olanlari kabul etmememk","insan","direnerek","kabul etmemek","bir durumu kabul etmemek","durum gerceklesmez","hem zihinsel  fiziksel","","olay","olay","her yer",reddetmek
"diyete girmek","kilolu","kisitlamak","saglik","kilo alinca","zayiflanir","fiziksel","diyetisyen","","","hastane",rejim_yapmak
"sagligi korumak ya da zayiflamak eregiyle yalnizca belirli yiyecekleri yemek.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","fiziksel","ornek","insan","soru problem","dis ortam",rejim_yapmak
"zayiflamak icin yapilan etkinlik","insan hayvan","dengeli beslenerek","zayiflamak","kilo alindiginda","kilo verilir","fiziksel","","beden","","Diyetisyen",rejim_yapmak
"bozulmus yapiyi onarmak","mimar","","","","","fiziksel","malzeme","","","",restore_etmek
"(eski ve degerli bir yapiyi) bozulmus  yikilmis yerlerini  bolumlerini aslina uygun bir bicimde  aslini bozmadan onarmak.","insan","detayli","amaclar icin","ihtiyac duydukca","yorulmak","fiziksel","ornek","insan","soru problem","dis ortam",restore_etmek
"yipranmis yapilari ozune uygun olacak sekilde guncellemek","insan","boyayarak","yenilemek","eserler yiprandiginda yapilir","eserler ilk hallerine daha benzer hale gelir","fiziksel","antika esya","antika esya","antika esya","Tarihi Mekan",restore_etmek
"birinden istemek","insan","","","","","zihinsel","","","","",rica_etmek
