@RELATION	text2arff

@ATTRIBUTE	nerede_bulunur	STRING
@ATTRIBUTE	canli_cansiz	STRING
@ATTRIBUTE	ust_kavrami_nedir	STRING
@ATTRIBUTE	yaninda_neler_bulunur	STRING
@ATTRIBUTE	icinde_neler_bulunur	STRING
@ATTRIBUTE	hammaddesi_nedir	STRING
@ATTRIBUTE	ne_ise_yarar	STRING
@ATTRIBUTE	kim_kullanir	STRING
@ATTRIBUTE	sifatlari	STRING
@ATTRIBUTE	sekli_nasil	STRING
@ATTRIBUTE	hacmi	STRING
@ATTRIBUTE	agirlik	STRING
@ATTRIBUTE	rengi	STRING
@ATTRIBUTE	kim_ne_yapar	STRING
@ATTRIBUTE	kim_ne_ile_yapilir	STRING
@ATTRIBUTE	nasil_yapilir	STRING
@ATTRIBUTE	ney_kime_yapilir	STRING
@ATTRIBUTE	ney_kimi_yapilir	STRING
@ATTRIBUTE	nerede_yapilir	STRING
@ATTRIBUTE	fiziksel_zihinsel	STRING
@ATTRIBUTE	ne_olunca_yapilir	STRING
@ATTRIBUTE	yapinca_ne_olur	STRING
@ATTRIBUTE	nicin_yapilir	STRING
@ATTRIBUTE	class	{ag,agac,akbil,akordeon,akumulator,alci,altin,ambalaj,anahtar,antibiyotik,apartman,araba,arac,ari,arma,armut,arpa,artik,asansor,asetat,asfalt,asi,asit,aski,astar,atac,atki,atlet,atom,av,avize,ayak,ayakkabi,aygitlar,ayirac,ayna,azot,bacak,baharat,bakir,bakla,bal,balik,balsam,banknot,bant,banyo,barometre,baslik,basortusu,baston,batarya,benzin,beton,bez,biblo,bicak,bidon,bilet,bilgisayar,bina,bira,bisiklet,bluz,bor,bornoz,boru,boya,boynuz,brosur,bugday,buhar,bulasik,buldozer,bulgur,buro,burun,buz,buzdolabi,caki,cakmak,calgi,cam,camasir,canli,canta,catal,cati,cavdar,cay,cd,ceket,cekmece,cekyat,celik,cenaze,cep_telefonu,cephane,cerceve,cetvel,cevcere,ceviz,cicek,ciger,cihaz,cikartma,cikolata,cikrik,cila,cilt,cimento,cini,cinko,civa,civata,civi,cokelek,corap,cumle,cuval,daire,dal,damga,dantel,degirmen,demir,deniz,dergi,deri,deterjan,diken,dil,disci,dolap,domates,domuz,dugme,dunya,duvar,ecza,el,elbise,eldiven,elektrik,elektrik_anahtari,elektrik_sigortasi,elma,elmas,enzim,esarp,esya,et,etek,etiket,ev,fanila,fare,fayans,fermuar,fernuar,fici,fildisi,film,filtre,firin,fisek,fistik,florasan,fosil,fotograf,fotokopi,fren,gaz,gazete,gemi,giysi,gokdelen,gomlek,gomlem,goz,gozlem,gozluk,gubre,gumus,halat,halilar,hamur,harclar,harf,harita,hava,havlu,havuc,havuz,hayvan,heykel,hidrojen,hindistan,hoparlor,hormon,hortum,hucre,hurda,hurma,icecek,igne,ilac,inci,insaat,internet,ip,ipek,iplik,irmik,iskemle,islak_mendil,ispirto,izgara,jenerator,kablo,kabuk,kadife,kagit,kahve,kakao,kalay,kalem,kalemtras,kalorifer,kalp,kalsiyum,kamci,kamera,kamis,kamyon,kantar,kap,kapi,karabiber,karanfil,karbon,karin,karton,kartpostal,kartvizit,kase,kasik,katir,kaucuk,kavun,kayak,kayis,kazak,kazan,kece,keci,kemik,kepenk,kerpeten,kibrit,kil,kilit,kilot,kirec,kiremit,kitap,kitap_ayraci,klasor,klavye,klima,kol,kol_saati,koltuk,komur,kondansator,kornis,koyun,kravat,krom,kukurt,kul,kulak,kum,kumas,kumes,kurdelec,kure,kurk,kursun,kus,kutu,lahana,lamba,lastik,lavabo,lehim,lif,likor,lokomotif,losyon,macun,maden,magnezyum,makas,makine,mandal,manken,mantar,manto,margarin,marmelat,marul,masa,maske,mayo,mendil,merdane,mermer,mermi,metal,meyve,miknatis,mikrop,mikroskop,mineral,misir,mobilya,monitor,mont,motor,motorsiklet,mozaik,mum,murekkep,musamba,musluk,muz,muzik,nisasta,not_defteri,oda_spreyi,odun,oksijen,okuz,olta,omuz,org,orgu,ortu,ot,otobus,otomat,oyuncak,pacavra,palet,pamuk,pancar,pano,pantalon,pantolon,papyon,para,parasut,parfum,parke,parmak,parmaklik,patates,patlayici,pecete,pencere,perde,peruk,petrol,peynir,pijama,pil,pipo,pirasa,pirinc,piyano,plaka,plastik,pompa,porselen,poster,profil,projeksiyon,pudra,pul,puro,puro2,,pusula,radar,radyo,raki,ray,recel,resim,rezistans,romork,saat,sabun,sac,sakal,sakatat,sakiz,salatalik,salgam,saman,sandalye,sapka,sarap,savas,sayac,sebze,sehpa,seker,sekerleme,seluloz,semsiye,sepet,seramik,serum,sicim,sigara,sira,sirke,sirt_cantasi,site,siva,siyanur,soba,sofben,sogan,somun,somya,sos,sosis,soya,sozcuk,sozluk,spor,su,su_isiticisi,sunger,supurge,surahi,susleme,sut,tabak,tabanca,tabela,tablo,tahil,tahta,takvim,talas,tank,tarak,tarcin,tas,tavuk,tayt,tebesir,tekne,tel,televizyon,telsiz,tencere,terazi,tereyagi,terlik,termometre,testere,testi,tirmik,tirnak,tohum,toka,toplanti_masasi,toprak,torba,tornavida,toz,traktor,tugla,tul,tup,tutun,tuval,tuy,tuz,tuzluk,un,uzaktan_kumanda,uzum,vagon,vanilya,varil,vazo,vernik,vida,video,vinc,vitamin,yag,yakit,yangin,yapi,yapistirici,yaprak,yastik,yatak,yay,yayin,yazici,yelek,yiyecek,yogurt,yol,yonca,yosun,yumurta,yun,yuzuk,zamk,zehir,zeytinyagi,zimba,zimpara,zincir}

@DATA
"tren yollari","cansiz","ulasim araci","","insan","demir","insanlarin ulasimini saglar","herkes","uzun","","","10000 kg","siyah","","","","","","","","","","",lokomotif
"nerede bulunur? ","canli/cansiz","ust kavrami nedir?","yaninda neler bulunur?","icinde neler bulunur?","hammaddesi nedir?","ne ise yarar","kim kullanir","sifatlari","sekli nasil?","hacmi cm3/m3","agirlik gr/kg","rengi","","","","","","","","","","",lokomotif
"yerlesim alani","cansiz","demir","vagon","demir","demir","ulasim","makinist","gercek","uzun","100 m3","899 kg","siyah","","","","","","","","","","",lokomotif
"krem kabi","cansiz","krem","pamuk","mineral vitamin su","su","nemlendirme","insanlar","akiskan","","","","beyaz","","","","","","","","","","",losyon
"eczane","cansiz","kozmatik","selpak","su katki maddesi","su katki maddesi","bakim","herkes","yogun","","1 m3","10","beyaz","","","","","","","","","","",losyon
"market  kozmetik magazalari","cansiz","esya","parfum gliserin","kimyasal maddeler","aqua gliserin cesitli kimyasal maddeler","cildi yumusatir","herkes","guzel koku  rahatlatici ","yari akiskan","degisken ","degisken","beyaz","","","","","","","","","","",losyon
"metal kap","cansiz","seker","cubuk","","seker","yemek","insanlar","yogun   agdali yapi","","","","","","","","","","","","","","",macun
"eczane ","cansiz","kozmatik","dis fircasi","su katki maddesi","su katki maddesi","bakim","herkes","yogun","","1 m3","10","beyaz","","","","","","","","","","",macun
"hirdavatci","cansiz","esya","silikon tabancasi","kimyasal maddeler ","","parcalari birbirine baglar","tamirat tadilat isleri yapanlar","silikon belki","yari akiskan ","degisken","degisken","degisken","","","","","","","","","","",macun
"maden ocaklari","cansiz","element","tas","mineral ","element   alasim","enerji uretimi","insanlar","sert","","","","","","","","","","","","","","",maden
"doga","cansiz","dogal kaynak","cimen toprak","mineral","mineral","isinmak","herkes","sert","","1000 m3","100000","gri","","","","","","","","","","",maden
"yeraltinda","cansiz","hammadde","madenci kazma","degerli maddeler","altin  gumus vs","enerji icin kullanilir  satilir  bazi esyalarin hammadesi olarak kullanilir","herkes","altin  gumus demir vs","sert","degisken","degisken","degisken ","","","","","","","","","","",maden
"sebzelerde","cansiz","element","kalsiyum","mineral","metal","kemik sagligi","herkes","sert","","","","","","","","","","","","","","",magnezyum
"doga","cansiz","dogal kaynak","toprak","mineral","mineral","saglik","herkes","sert","","1000 m3","1000000","gri","","","","","","","","","","",magnezyum
"besinlerde haplarda","canli","vitamin","insan besin hap muz","kimyasal yararli maddeler ","","enerji verir","herkes","","","","","","","","","","","","","","","",magnezyum
"kalemlik","cansiz","alet","kagit","","metal","kesmek","","keskin","","","","","","","","","","","","","","",makas
"market","cansiz","alet","kagit","metal","metal","proje","herkes","sert","","1 m3","10","gri","","","","","","","","","","",makas
"hirdavatci kirtasiye","cansiz","esya","delgec kagit","metal","demir ","kesmek icin kullanilir ","herkes","kesici delici alet ","sert","degisken","degisken","degisken","","","","","","","","","","",makas
"fabrika","cansiz","alet","elektrik","disliler","metal","uretim","insanlar","hizli","","","","","","","","","","","","","","",makine
"fabrika","cansiz","alet","uretim hatti","metal","metal","uretim","herkes","sert","","100 m3","1000","gri","","","","","","","","","","",makine
"insanin oldugu her yerde","cansiz","makine","insan","parcalar","parcalar","hayati kolaylastirir","herkes","mikser robot vs","degisken","degisken","degisken ","degisken ","","","","","","","","","","",makine
"sepet","cansiz","alet","kiyafet","yay","plastik","birbirine tutturmak","insanlar","kati   sert","","","100 gr","","","","","","","","","","","",mandal
"market","cansiz","alet","elbise","plastik","plastik","camasir","herkes","sert","","1 m3","10","renkli","","","","","","","","","","",mandal
"market vs","cansiz","esya","camasir askisi","plastik","plastik","camasir tutar ","herkes ","mandal","degisken ","6 cm","5 - 10 gr","degisken","","","","","","","","","","",mandal
"magaza","cansiz","obje","isik","","plastik","tanitim","","cansiz","","","","","","","","","","","","","","",manken
"podyum","canli","insan","tasarimci","insan","insan","defile","herkes","yasli","","2 m3","20","renkli","","","","","","","","","","",manken
"ajansta","canli","insan","insan kiyafet modaci ","insan","insan","kiyafetleri sergilemeye","modacilar ","","insan boyutlari","degisken","degisken","","","","","","","","","","","",manken
"orman","canli","bitki","cimen  ot","mineral vitamin su","hucre","yemek","herkes","lifli","sapkali","","","","","","","","","","","","","",mantar
"doga","canli","bitki","agac cimen","bakteri","bakteri","salata","herkes","sert","","1 m3","10","beyaz","","","","","","","","","","",mantar
"market ","cansiz","besin","et cimen","protein karbonhidrat ","toprak","yemeye","mantar seven herkes","","degisken ","degisken","degisken","degisken","","","","","","","","","","",mantar
"dolap","cansiz","giysi","","iplik","pamuk","giymek","insanlar","sicak","","","","","","","","","","","","","","",manto
"magaza","cansiz","giyim","kazak","kazak","iplik ","isinmak","herkes","sert","","1 m3","10","renkli","","","","","","","","","","",manto
"magaza ","cansiz","giysi","insan","tuy pamuk insan","kumas","sicak tutar","insan","palto kase ","degisken ","degisken ","degisken ","degisken","","","","","","","","","","",manto
"buzdolabi","cansiz","yag","yiyecek","yag","","yemek","insanlar","yagli","dikdortgen","","","beyaz","","","","","","","","","","",margarin
"market","cansiz","yiyecek","besinler","karki maddesi sut","katki maddesi sut","yemek","herkes","sert","","1 m3","10","beyaz","","","","","","","","","","",margarin
"market bakkal","cansiz ","besin","makarna hamur","yag","yag","yemek yapmaya","insan","kati yag ","degisken","degisken","degisken","degisken","","","","","","","","","","",margarin
"kavanozda","cansiz","seker","peynir","meyve","meyve","yemek","insanlar","akiskan  yogun","","","","","","","","","","","","","","",marmelat
"market","cansiz","yiyecek","ekmek","meyve","bitki","yemek","herkes","sekerli","","1 m3","10","renkli","","","","","","","","","","",marmelat
"kahvalti","cansiz","yiyecek","ekmek","kusburnu","meyve","tat verir","herkes ","akiskan  lezzetli","","","100gr","kirmizi","","","","","","","","","","",marmelat
"tarla","cansiz","bitki","cimen  ot","su","hucre","yemek","herkes","kivircik","","","","yesil","","","","","","","","","","",marul
"manav","canli","bitki","salata","mineral","mineral","yemek","herkes","sert","","1 m3","10","yesil","","","","","","","","","","",marul
"salata","canli","bitki","salatalik domates","yaprak","seluloz  su","","herkes ","sert","","","400 gr","yesil","","","","","","","","","","",marul
"ofis","cansiz","mobilya","sandalye","kitap","ahsap","calismak","","sert","","","","","","","","","","","","","","",masa
"magaza","cansiz","mobilya","sandalye","kalas","agac","calismak","herkes","sert","","2 m3","10","kahverengi","","","","","","","","","","",masa
"ev","cansiz ","alet","sandalye ","cekmece ","ahsap","uzerine nesne koymaya","herkes ","yuksek alcak","dikdortgen","","2 kg","kahverengi ","","","","","","","","","","",masa
"hastane","cansiz","kumas","","tel","kumas","korumak","insanlar","","","","","","","","","","","","","","","",maske
"eczane","cansiz","giyim","insan kafasi","kumas","kumas","isinmak","herkes","yumusak","","1 m3","10","beyaz","","","","","","","","","","",maske
"yuz","cansiz","alet","krem","kagit","serum","cildi nemlendirir","herkes","kuru islak","","","","beyaz","","","","","","","","","","",maske
"sahil","cansiz","giysi","kum","iplik","kumas","giymek","insanlar","elastik","","","100 gr","","","","","","","","","","","",mayo
"magaza","cansiz","giyim","bikini","kumas","kumas","giyinmek","herkes","yumusak","","1 m3","10","renkli","","","","","","","","","","",mayo
"dolap","cansiz","kiyafet","gunes gozlugu sapka","aski","kumas","rahatca yuzmeyi saglar","herkes","esnek","","","","mavi","","","","","","","","","","",mayo
"canta","cansiz","kumas","paket","su","seluloz","silmek","insanlar","emici","","","","beyaz","","","","","","","","","","",mendil
"market","cansiz","kozmatik","ceket","kumas","kumas","silmek","herkes","yumusak","","1 m3","10","beyaz","","","","","","","","","","",mendil
"ev","cansiz","esya","paket","yaprak","kumas","temizlik","herkes","temiz pis","kare","","","beyaz","","","","","","","","","","",mendil
"mutfak","cansiz","alet","hamur","hamur","odun","","insanlar","hareketli","","","","","","","","","","","","","","",merdane
"magaza","cansiz","alet","elbise","metal","metal","temizlemek","herkes","sert","","3 m3","10","beyaz","","","","","","","","","","",merdane
"mutfak","cansiz","alet","hamur  bicak","","ahsap","hamuru inceltmeye yarar","yemek yapan insanlar","agir saglam","silindir","","1 kg","kahverengi","","","","","","","","","","",merdane
"mutfak","cansiz","tas","silikon","","tas","","insanlar","sert","","","","","","","","","","","","","","",mermer
"doga","cansiz","dogal kaynak","toprak","mineral","mineral","kaplamak","herkes","sert","","2 m3","10","beyaz","","","","","","","","","","",mermer
"maden","cansiz","dogal madde","tezgah","damar","tas","saglam ve parlak yuzeyler elde etmeyi saglar","insaat ile ilgilenen insanlar","parlak mat","kare","","200 kg","gri","","","","","","","","","","",mermer
"silah","cansiz","patlayici","silah","kursun","kursun","","insanlar","sert","","","","","","","","","","","","","","",mermi
"askeriye","cansiz","","silah","metal","metal","ateslemek","herkes","sert","","1 m3","10","altin ","","","","","","","","","","",mermi
"silah","cansiz","alet","silah sarjor","","metal","isabet ettigi yeri delmek icin kullanilir","polisler","yorgun  hafif","konik","","","gri","","","","","","","","","","",mermi
"maden ocaklari","cansiz","element","","","atom","","insanlar","sert","","","","","","","","","","","","","","",metal
"doga","cansiz","dogal kaynak","makine","mineral","mineral","makine","herkes","sert","","10 m3","100","gri","","","","","","","","","","",metal
"dogada","cansiz","dogal madde","miknatis","metalik bag","atom","alasim elde etmeye yarar","","parlak","","","","gri","","","","","","","","","","",metal
"tarla  bahce","canli","yiyecek","bicak","seker","fruktoz","yemek","insanlar","tatli","","","","","","","","","","","","","","",meyve
"manav","canli","bitki","agac cimen","cekirdek","cekirdek","pasta","herkes","taze","","1 m3","10","renkli","","","","","","","","","","",meyve
"bahcede","canli","bitki","yaprak","tohum","seluloz  su","bitkinin tohumlarinin tasinmasini saglar","","tatli","","","","kirmizi","","","","","","","","","","",meyve
"","cansiz","metal","metal","","metal","cekmek","insanlar","cekici","","","","","","","","","","","","","","",miknatis
"doga","cansiz","dogal kaynak","motor","metal","metal","cekim kuvveti","herkes","sert","","10 m3","100","siyah","","","","","","","","","","",miknatis
"nalbur  kermes  laboratuvar","cansiz","alet","metal","alasim","birtakim metaller","insaat isleri  deney ","bilim insanlari  taseron calisanlar ","buyuk  kuvvetli  kucuk  zayif","cubuk nal","degiskenlik gosterir","degiskenlik gosterir","gri  kirmizi  mavi","","","","","","","","","","",miknatis
"el","canli","canli","deterjan","","hucre","hastalik","","zararli","","","","","","","","","","","","","","",mikrop
"doga","canli","mikro canlilar","bakteri","bakteri","bakteri","dogal yasam","","sert","","0 1 m3","1","renksiz","","","","","","","","","","",mikrop
"tuvalet  toplu tasima  insan bulunan her yer","canli","tek hucreli canli","diger canlilar","hucre organlari","seluloz  glikoz","hastalik  mayalanma","insanlar  hayvanlar  diger bakteriler","zayif  guclu  bulasici","yuvarlak","","","degiskenli gostersr","","","","","","","","","","",mikrop
"laboratuvar","cansiz","alet","lam","mikrop","metal","gozlem","insanlar","buyutucu","","","","","","","","","","","","","","",mikroskop
"labaratuvar","cansiz","alet","test kumesi","test kumesi","canli","labaratuvar","herkes","sert","","1 m3","10","siyah","","","","","","","","","","",mikroskop
"laboratuvar  derslik","cansiz","esya","lam  lamel  beher","bakteri  hucre","metal  cam","mikroskobik boyutlari gormek","bilim insanlari  ogretmen ogrenci","net  bulanik  agir  hafif","genis  dikey","","","siyah  beyaz gri","","","","","","","","","","",mikroskop
"","cansiz","element","","","element   alasim","","insanlar","sert","","","","","","","","","","","","","","",mineral
"doga","cansiz","dogal kaynak","soda","soda","soda","icecek","herkes","sert","","0 1 m3","1","renksiz","","","","","","","","","","",mineral
"yer altinda","cansiz","madde","toprak  basinc","elementler  fosiller  canli kalintilari","elementler","dogal tas uretimi  alternatif tip yontemleri","jeoloji muhendisleri  alternatif tip uygulamacilari","buyuk  kucuk  alacali  ari","sekilsiz  yuvarlak  oval  kule","","","mor  siyah  turuncu  mavi  yesil  kahverengi  pembe  beyaz  sari","","","","","","","","","","",mineral
"tarla","canli","bitki","tuz","tuz","fruktoz","yemek","insanlar","tuzlu","","","","sari","","","","","","","","","","",misir
"manav","canli","bitki","salata","salata","bitki","salata","herkes","taze","","1 m3","2","sari","","","","","","","","","","",misir
"tarla bahce manav market  afrika","canli  cansiz","bitki  lokasyon","ot  libya  israil","misir taneleri  insanlar","seluloz  su  toprak","yemek ihtiyacini gidermek","insanlar  hayvanlar","sert  yumusak","mekik","","","sari","","","","","","","","","","",misir
"ev","cansiz","obje","duvar","kumas","agac","oturmak","insanlar","konforlu","","","","","","","","","","","","","","",mobilya
"magaza","cansiz","esya","oturma takimi","oturma takimi","agac","oturmak","herkes","sert","","1 m3","10","kahverengi","","","","","","","","","","",mobilya
"ev  ofis ","cansiz","esya","beyaz esya  biblo  ","ahsap  sunger  kumas","agac","yasam alanini olusturmak  dizayn etmek","insanlar","uzun  kisa  agir  hafif  yumusak  sert  koyu  acik","cesitlilik gosterir","","","mor  siyah  turuncu  mavi  yesil  kahverengi  pembe  beyaz  sari","","","","","","","","","","",mobilya
"masa","cansiz","obje","bilgisayar","isik","","izlemek","insanlar","hd","","","","","","","","","","","","","","",monitor
"magaza","cansiz","alet","bilgisayar","bilgisayar","metal","goruntulemek","herkes","sert","","1 m3","10","beyaz","","","","","","","","","","",monitor
"ev  ofis","cansiz","esya","bilgisayar kasasi  klavye  yazici","elektrik aksami  led ekran  ekran","kablo  metal","goruntuleme","ofis calisanlari  guvenlik gorevlileri  bilim insanlari","net  bulanik  agir  hafif","dikdortgen","","","gri  siyah","","","","","","","","","","",monitor
"dolap","cansiz","giysi","dolap","tuy","pamuk","giymek","insanlar","sicak","","","","","","","","","","","","","","",mont
"magaza","cansiz","giyim","kazak","kazak","kumas","isinmak","herkes","sert","","1 m3","10","renkli","","","","","","","","","","",mont
"dolap  vestiyer  insanin uzerinde","cansiz","esya","kazak  ceket  bluz  bot","sentetik  yun  kaz tuyu  kumas","iplik","soguk havadan korunmak","insanlar","yumusak  sert  soguk  sicak","insan silueti","","","mor  siyah  turuncu  mavi  yesil  kahverengi  pembe  beyaz  sari","","","","","","","","","","",mont
"fabrika","cansiz","alet","motor yagi","vida","metal","uretim","insanlar","gurultulu","","","","","","","","","","","","","","",motor
"araba","cansiz","alet","araba","araba","metal","ulasim","herkes","sert","","3 m3","10","gri","","","","","","","","","","",motor
"makine  araba","cansiz","alet","kazan  jenarator  ","metal  elektrik aksami  dinamo","metal  kablo","enerji uretmek","binek arac kullanan tum insanlar  insaat iscileri  fabrika iscileri","hizli  yavas","dikdortgen  kare  yuvarlak","","","gri","","","","","","","","","","",motor
"yol","cansiz","arac","araba","motor","metal","arac","insanlar","hizli","","","","","","","","","","","","","","",motorsiklet
"trafik","cansiz","alet","surucu","surucu","metal","ulasim","herkes","sert","","2 m3","10","gri","","","","","","","","","","",motorsiklet
"otoyol  otopark","cansiz","esya","araba  otobus  kamyon  kamyonet","motor  demir  deri bineklik","metal  kablo","bir yerden bir yere varmak","maceraperestler","hizli  yavas  agir  hafif","iki tekerlek uzerini kaplayan silindir","","","mor  siyah  turuncu  mavi  yesil  kahverengi  pembe  beyaz  sari","","","","","","","","","","",motorsiklet
"yer","cansiz","tas","","yapiskan","tas","","insanlar","sert","","","","","","","","","","","","","","",mozaik
"resim","cansiz","desen","resim","resim","kagit","resim cizmek","herkes","sert","","1 m3","10","renkli","","","","","","","","","","",mozaik
"sit alanlari  muzeler  sanat galerileri  sanat studyolari  pastane  mutfak  dolap ","cansiz","susleme","tarihi eser  eski aletler  altin  tunc  demir","renkli taslar","cesitli taslarin hammaddesi","sanat","sanatcilar  kuratorler","guzel  kotu  renkli","kare ","","","kirmizi  yesil  mavi  beyaz  siyah","","","","","","","","","","",mozaik
"masa","cansiz","esya","cakmak","","","isik","insanlar","parlak","","","","","","","","","","","","","","",mum
"magaza","cansiz","esya","kibrit","kibrit","kimyasal","aydinlatmak","herkes","sert","","1 m3","10","beyaz","","","","","","","","","","",mum
"ev ofis","cansiz","aydinlatma aleti","","","","aydinlatma","insanlar","","degisiklik gosterir","","","degisir","","","","","","","","","","",mum
"kalemlik","cansiz","boya","kalem","","","yazmak","insanlar","akiskan","","","","","","","","","","","","","","",murekkep
"kirtasiye","cansiz","kirtasiye","kalem","kalem","kimyasal","yazmak","herkes","sert","","2 m3","10","siyah","","","","","","","","","","",murekkep
"kalem  kitap","cansiz","alet","kalem  kagit  defter","boya  su  alkol","demsr  asit","yazi yazmaya","yazarlar  ogrenciler","","sivi","","","her renkte olabilir","","","","","","","","","","",murekkep
"","cansiz","esya","mobilya","","plastik","","insanlar","seffaf","","","","","","","","","","","","","","",musamba
"magaza","cansiz","esya","soba","soba","plastik","koruyucu","herkes","sert","","10 m3","10","gri","","","","","","","","","","",musamba
"ev sanayi ortami","cansiz","plastik","","plastik","","zemin zedelenmelerini onler","insanlar","","yatay dikdortgen","","","renksiz","","","","","","","","","","",musamba
"banyo","cansiz","armatur","sunger","su","metal","","insanlar","","","","","","","","","","","","","","","",musluk
"ev","cansiz","alet","mutfak","mutfak","metal","su","herkes","sert","","1 m3","10","gri","","","","","","","","","","",musluk
"ev ofis okul is yeri vs.","cansiz","demir","sabunluk","celik","","su akisi saglar","insanlar","","uzun ince","","","gri","","","","","","","","","","",musluk
"Pazar","canli","meyve","cilek","seker","fruktoz","yemek","herkes","tatli","","","","sari","","","","","","","","","","",muz
"manav","canli","bitki","pasta","pasta","bitki","pasta","herkes","taze","","1 m3","10","sari","","","","","","","","","","",muz
"sicak bolgelerde","canli","bitki","maymun  agac","cekirdek  lif","fruktoz","besin olarak tuketilir","hepciller ve otcullar","curuk  olgun","hilal","","","sari","","","","","","","","","","",muz
"konser","cansiz","sanat","enstruman","","nota","","insanlar","ahenk","","","","","","","","","","","","","","",muzik
"dogal yasam","cansiz","hobi","sarki","sarki","insan","dinlemek","herkes","canli","","1 m3","10","renksiz","","","","","","","","","","",muzik
"muzikcalar  konser salonu","cansiz","ses","muzil aletleri  insanlar","notalar","doga","ruhu beslemeye","tum canlilar","ruhun gidasi","","","","","","","","","","","","","","",muzik
"mutfak","cansiz","yiyecek","un","","glikoz","yemek","insanlar","","","","","beyaz","","","","","","","","","","",nisasta
"market","cansiz","yiyecek","pasta","pasta","bitki","pasta","herkes","taze","","0 1 m3","2","renksiz","","","","","","","","","","",nisasta
"birkilerde","cansiz","yapitasi","","aminoasit","aminoasit","glukozu depolama yontemi","canlilar","","","","","","","","","","","","","","","",nisasta
"canta","cansiz","kagit","kalem","kagit","seluloz","yazmak","insanlar","puruzsuz","","","","beyaz","","","","","","","","","","",not_defteri
"kirtasiye","cansiz","kirtasiye","calisma masasi","calisma masasi","kagit","yazi yazmak","herkes","sert","","1 m3","10","siyah","","","","","","","","","","",not_defteri
"canta  calisma masasi","cansiz","alet","kalem","kagit","seluloz","not tutmaya","herkes","","dortgen prizma","","","beyaz","","","","","","","","","","",not_defteri
"oda","cansiz","koku","","gaz","gaz","koku","insanlar","kokulu","","","","","","","","","","","","","","",oda_spreyi
"market","cansiz","kozmatik","insan","insan","kimyasal","guzel kokutmak","herkes","sert","","1 m3","10","renksiz","","","","","","","","","","",oda_spreyi
"ev  tuvalet","cansiz","alet","pecete","su  parfum","parfum","ortama ferah koku verir","insanlar","","silindir","","","sseffaf","","","","","","","","","","",oda_spreyi
"orman","cansiz","agac","agac","","agac","isinmak","insanlar","sert","","","","kahverengi","","","","","","","","","","",odun
"doga","canli","bitki","cimen toprak","cimen toprak","doga","isinmak","herkes","sert","","1 m3","10","kahverengi","","","","","","","","","","",odun
"somine yaninda","cansiz","alet","cakmak kibrit balta","katman","seluloz","isinmaya","insanlar","kucuk  dogranmis","sutun","","","kahverengi","","","","","","","","","","",odun
"hava","cansiz","element","hidrojen","","atom","nefes almak","herkes","yakici","","","","","","","","","","","","","","",oksijen
"doga","cansiz","dogal kaynak","hava","hava","doga","nefes almak","herkes","taze","","1000 m3","10000","beyaz","","","","","","","","","","",oksijen
"havada","cansiz","element","hidrojen","atomlar","","yanici ozelligi ile kullanilir","tum canlilar","","","","","","","","","","","","","","","",oksijen
"ahir doga","canli","hayvan","manda","organ","et","insanlara besin olarak fayda saglar","coban","buyuk kilolu","","","500 kg","","","","","","","","","","","",okuz
"mera  mandira  ciftlik","canli","hayvan","inek","et","","sut uretmek","","iri","","4 m3","2200 kg","","","","","","","","","","","",okuz
"her yerde olabilir","canli","","ot","organ","","sut uretir","","buyuk","","","","siyah beyaz","","","","","","","","","","",okuz
"deniz","cansiz","alet","misina","mama","metal","balik tutmak","insanlar","sivri","","","","","","","","","","","","","","",olta
"magaza","cansiz","alet","balik","balik","metal","balik tutmak","herkes","sert","","2 m3","10","renkli","","","","","","","","","","",olta
"sahilde  balikcilarda","cansiz","alet","kova  balik  misina","demir  plastik","celik","baliklari yakalamaya","balikcilar","sert  uzun  ince","ince  uzun  sopa benzeri","","","her renk olabilir","","","","","","","","","","",olta
"vucut","canli","vucut","kol","","hucre","hareket","insanlar","kasli","","","","","","","","","","","","","","",omuz
"insan","cansiz","insan","kol kafa","kol kafa","insan","omurga","herkes","saglikli","","1 m3","10","renkli","","","","","","","","","","",omuz
"vucut","canli","uzuv","kol  boyun","kemik  kas","protein","kollari govdeye baglamaya ve hareket ettirmeye","memeliler","","","","","","","","","","","","","","","",omuz
"","cansiz","enstruman","tus","tus","","muzik","insanlar","","","","","","","","","","","","","","","",org
"magaza","cansiz","alet","saz gitar","saz gitar","metal","muzik olusturmak","herkes","sert","","2 m3","10","kahverengi","","","","","","","","","","",org
"Muzik Dukkanlari  okullar","cansiz","muzik aleti","hoparlor","tuslar","plastik","Uygun notalar ile sesler cikarir","Muzisyenler","uzun","yatay uzun dikdortgen","","","Siyah beyaz","","","","","","","","","","",org
"tuhafiye","cansiz","nesne","ip sis","","iplik","isitmayi saglar","insan","kalin ince","duz uzun","","500 gr","","","","","","","","","","","",orgu
"tekstil atolyesi  ev","cansiz","alet","iplik","iplik","iplik","kiyafet yapmak","herkes","siki  kalin","dokulu","15 cm3","100 gr","","","","","","","","","","","",orgu
"her yerde olabilir","cansiz","","tel","","","kiyafet dikimi","insanlar","yumusak","","","","belli degil","","","","","","","","","","",orgu
"ev","cansiz","ev aleti","carsaf battaniye","","iplik pamuk","isitmayi saglar","insan","kalin ince pamuklu","duz uzun","","500 gr","","","","","","","","","","","",ortu
