@RELATION	text2arff

@ATTRIBUTE	tanimi_nedir	STRING
@ATTRIBUTE	class	{acele_etmek,aciklamak,acilmak,acmak,affetmek,ag,agac,aglamak,akil_etmek,alay_etmek,alismak,almak,anlamak,anlatmak,anmak,araba_surmek,aramak,artmak,arzu_etmek,asik_olmak,asmak,atamak,ates_etmek,atlamak,atmak,ayaga_kalkmak,ayarlamak,ayirmak,ayrilmak,bagirmak,bagislamak,baglamak,bahsetmek,bakmak,balik_tutmak,banyo_yapmak,barismak,basarmak,baslamak,baslatmak,basmak,begenmek,beklemek,belgelemek,belirlemek,belirtmek,benzemek,bikmak,bildirmek,bilmek,binmek,bir_araya_gelmek,birakmak,bitirmek,bitmek,bolmek,borc_almak,borc_vermek,bozdurmak,bozmak,bulmak,bulunmak,bulusmak,buyumek,cagirmak,cagrida_bulunmak,calismak,calmak,can_almak,can_vermek,cani_sikilmak,canlandirmak,canlanmak,canta,carpismak,carpmak,catal,cati,cavdar,cay,cekmece,cekmek,cekyat,celik,cerceve,cereyan_etmek,cevap_vermek,cevaplandirmak,cevirmek,ceza_vermek,cezalandirmak,cicek,cikarmak,cikartma,cikmak,cikolata,cikrik,cimento,cini,civi,cizmek,cokelek,corap,cozmek,cuval,dagitmak,daire,dal,damga,dans_etmek,dantel,davam_etmek,davet_etmek,davranmak,degerlendirmek,degismek,degistirmek,demek,denemek,ders_calismak,desteklemek,deterjan,devam_etmek,dikkat_etmek,dile_getirmek,dilemek,dinlemek,dinlenmek,dogmak,dogrulamak,dokmek,dokunmak,dolasmak,donmek,dovmek,dua_etmek,durdurmak,durmak,dus_yapmak,dusmek,dusunmek,duvar,duymak,duzenlemek,eglenmek,ele_gecirmek,emekli_olmak,emretmek,endise_etmek,engel_olmak,engellemek,ertelemek,etkilemek,ev_tutmak,evlenme_teklif_etmek,evlenmek,ezberlemek,farketmek,farzetmek,feshetmek,fotokopi_cekmek,fren_yapmak,gec_kalmak,gecikmek,gecirmek,gecmek,gelismek,gelistirmek,gelmek,gerceklesmek,gerceklestirmek,gerekmek,geri_vermek,getirmek,gezmek,girmek,gitmek,giyinmek,giymek,gizlemek,gocmek,gondermek,gormek,gorunmek,gorusmek,gostermek,goturmek,goz_atmak,gozaltina_almak,gozden_gecirmek,gozukmek,grev_yapmak,gulmek,guzellesmek,haber_vermek,harcamak,hatirlamak,hatirlatmak,hazirlamak,hazirlanmak,heyecan_duymak,hissetmek,hosa_gitmek,hoslanmak,icmek,idare_etmek,iddia_etmek,ifade_vermek,ihrac_etmek,ihtiva_etmek,ikaz_etmek,ikna_etmek,ikram_etmek,ilan_etmek,ileri_surmek,ilerlemek,ilgilenmek,imkansiz,imtihan_etmek,imtihana_girmek,imzalamak,inanmak,incelemek,inmek,insaat_yapmak,iptal_etmek,isaret_etmek,isbirligi_yapmak,isgal_etmek,isinmak,isirmak,isitmak,isitmek,ismarlamak,israr_etmek,istemek,istifa_etmek,isyan_etmek,ithal_etmek,itiraz_etmek,itmek,izah_etmek,izin_almak,izin_vermek,izlemek,kabul_etmek,kacirmak,kacmak,kahvalti_etmek,kaldirmak,kalkmak,kalmak,kamp_yapmak,kanunlasmak,kapamak,kapanmak,kar_etmek,karar_vermek,karismak,karsi_cikmak,karsilamak,karsilastirmak,katilmak,kaybetmek,kaybolmak,kaydetmek,kaygilanmak,kayit_yaptirmak,kaynaklanmak,kaza_yapmak,kaza_yaptirmak,kazanmak,kesmek,kinamak,kirada_oturmak,kiralamak,kirmak,kizmak,koklamak,kokmak,kolaylamak,kolaylasmak,kontrol_etmek,konusmak,korkmak,korumak,kosmak,kovmak,koymak,kullanmak,kurmak,kurtarmak,kuskulanmak,kutlamak,kuvvetlenmek,lazim_olmak,mahvetmek,mecbur_olmak,memnun_kalmak,memnun_olmak,merak_etmek,mesgul_olmak,meshur_olmak,meydana_cikmak,meydana_gelmek,mezun_olmak,monte_etmek,mudafaa_etmek,mudahale_etmek,munakasa_etmek,muracaat_etmek,musaade_etmek,neden_olmak,nefret_etmek,nezle_olmak,nitelendirmek,noktalamak,not_almak,not_etmek,not_tutmak,odemek,ogrenmek,ogretmek,okumak,oldurmek,olmak,olmek,olusmak,olusturmak,onaylamak,one_surmek,onem_vermek,onermek,ongormek,onlemek,opmek,ortadan_kaldirmak,ortaya_cikarmak,ortaya_koymak,oturmak,oy_vermek,oynamak,ozetlemek,ozlemek,ozur_dilemek,paniklemek,para_kazanmak,pazarlik_etmek,pisirmek,pisman_olmak,pismek,planlamak,postalamak,rahat_almak,rahatsiz_etmek,rastlamak,razi_olmak,reddetmek,rejim_yapmak,restore_etmek,rica_etmek,riske_girmek,riski_girmek,saglamak,saklamak,saldirmak,sanmak,sapmak,saptamak,sarki_soylemek,sarmak,sart,sasirmak,sasmak,satin_almak,satmak,savasmak,savunmak,saymak,selamlamak,sevinmek,sevmek,seyahat_etmek,seyretmek,siginmak,sikayet_etmek,sikilmak,sinava_girmek,sinirlamak,sohbet_etmek,sokmak,son_vermek,sona_ermek,soylemek,soz_vermek,spor_yapmak,suphe_etmek,surdurmek,surmek,takip_etmek,takmak,tanismak,tanistirmak,tasimak,tavsiye_etmek,teklif_etmek,tekrar_etmek,telefon_etmek,temas_etmek,temas_kurmak,temin_etmek,temizlemek,temsil_etmek,tercih_etmek,tercume_etmek,terfi_etmek,terlemek,tesekkur_etmek,tesir_etmek,teslim_etmek,tesvik_etmek,titremek,toplamak,toplanmak,tutmak,tutuklamak,ucmak,ugramak,ugrasmak,ulasmak,umit_etmek,ummak,unutmak,uretmek,usumek,uyanmak,uyarmak,uygulamak,uymak,uyumak,uzanmak,uzerinde_durmak,uzulmek,var_olmak,varmak,vazgecmek,vermek,vurmak,yagmak,yakalamak,yaklasmak,yakmak,yalanlamak,yanit_vermek,yanitlamak,yanitsiz_birakmak,yanmak,yapmak,yaratmak,yasaklamak,yasaklanmak,yasamak,yaslanmak,yatirmak,yatmak,yaymak,yazmak,yedirmek,yemek_yemek,yenmek,yer_almak,yer_vermek,yerine_getirmek,yetismek,yetistirmek,yikamak,yikmak,yol_acmak,yolculuk_yapmak,yollamak,yonetmek,yorulmak,yukselmek,yurumek,yurutmek,yuzmek,zahmet_etmek,zannetmek,zarar_etmek,ziyan_etmek,ziyaret_etmek,zorlamak,zorluk_cekmek,zorunda_olmak}

@DATA
"galip gelmek  sahip olmak",kazanmak
"bir odulu ya da turnuvada basari elde etmek",kazanmak
"bir odulu ya da turnuvada basari elde etmek",kazanmak
"bir seyi elde etmek",kazanmak
"bir seyi elde etmek",kazanmak
"bir seyi basarmak",kazanmak
"bir seyi basarmak",kazanmak
"kucuk parcalara kesici alet ile bolmek",kesmek
"Bir aracla bir seyi ayirmak  durdurmak  ara vermek",kesmek
"bir seyi parcalara ayirmak",kesmek
"bir seyi birden fazla parcaya ayirmak",kesmek
"bir seyi bolmek",kesmek
"ayiplamak",kinamak
"davranisi ayiplamak",kinamak
"davranisin veya soylenen bir sozun uygunsuz cirkin kotu goruldugunu bildirir",kinamak
"kira ile tutulmus bir yerde yasamak",kirada_oturmak
"kendine ait omayan yerde oturmak",kirada_oturmak
"para karsiliginda evde yasamak",kirada_oturmak
"kiraya vermek",kiralamak
"mulkiyetin belirli sureyle kullanilmasi",kiralamak
"para karsiliginda  bir esyaya sahip olma",kiralamak
"sert seyleri parcalamak",kirmak
"butunlugu bozmak",kirmak
"birini incitmek ve uzulmesine neden olmak",kirmak
"sinirlenmek",kizmak
"sinirlenmek",kizmak
"birine ofkelenmek",kizmak
"kokusunu duymak icin burnunu yaklastirmak",koklamak
"burun ile tanimlama",koklamak
"duyu organi ile algilamak",koklamak
"koku cikarmak",kokmak
"koku yaymak",kokmak
"kokusu olmak",kokmak
"bir isin sonuna yaklasmak",kolaylamak
"basite indirgemek",kolaylamak
"bir isin zor ve buyuk bolumunu yaparak sonuna yaklasmak",kolaylamak
"kolay duruma gelmek",kolaylasmak
"zorlugun azalmasi",kolaylasmak
"zor iken kolay bir duruma gelmek",kolaylasmak
"denetlemek",kontrol_etmek
"durumunun anlasilmasi",kontrol_etmek
"gozden gecirmek ve yoklamak",kontrol_etmek
"dusunceyi sozlu olarak anlatmak",konusmak
"iletisim kurmak",konusmak
"sozle anlatmak",konusmak
"korku duymak",korkmak
"endise duymak",korkmak
"urkmek",korkmak
"tehlikeden uzak tutmak",korumak
"zarar gelmesini engelleme",korumak
"bir kimseyi herhangi bir tehdide karsi korumak",korumak
"hizli adimlarla ilerlemek",kosmak
"hizli yer degistirmek",kosmak
"ileri dogru hizla gitmek",kosmak
"sert sozlerle gitmesini soylemek",kovmak
"disariya cikartmak",kovmak
"sert veya kucuk dusurucu sozlerle gitmesini soyleme",kovmak
"bir yere yerlestirmek",koymak
"yer degistirmek",koymak
"bir esyayi baska bir yere yerlestirmek",koymak
"bir seyden yararlanmak",kullanmak
"esyanin degerlendirilmesi",kullanmak
"bir seyden belli bir amacla yararlanmak",kullanmak
"parcalari birlestirmek",kurmak
"zamanlama",kurmak
"butun durumuna getirmek",kurmak
"zor durumdan uzaklastirmak",kurtarmak
"zor durumu duzeltmek",kurtarmak
"bir canliyi  zor durumdan uzaklastirma",kurtarmak
"kusku duymak",kuskulanmak
"iskillenmek",kuskulanmak
"kusku duymak",kuskulanmak
"tebrik etmek",kutlamak
"basariyi takdir etmek",kutlamak
"tebrik etmek",kutlamak
"guc kazanmak",kuvvetlenmek
"zayif durumdan kurtulmak",kuvvetlenmek
"guc kazanmak  direnci veya gucu artmak",kuvvetlenmek
"gerekli olmak",lazim_olmak
"ihtiyac duyulmasi",lazim_olmak
"bir seyin ihtiyac durumuna gelmesi ",lazim_olmak
"yok etmek",mahvetmek
"yerinde davranmamak",mahvetmek
"olacak bir isi bozmak",mahvetmek
"zorunda olmak",mecbur_olmak
"ihtiyac duyulmasi",mecbur_olmak
"muhtac olmak",mecbur_olmak
"sevinmek",memnun_kalmak
"davranisin onaylanmasi",memnun_kalmak
"Herhangi bir olaydan veya durumdan oturu sevinc duymak",memnun_kalmak
"tanismak",memnun_olmak
"yapilan isi begenmek",memnun_olmak
"yapilan isi begenmek",memnun_olmak
"ogrenmek istemek",merak_etmek
"bilinmeyen durumun aciklanmasi",merak_etmek
"bir olaya karsi ilgi duymak",merak_etmek
"vaktini vermek",mesgul_olmak
"ugrasi",mesgul_olmak
"cok yogun calismak",mesgul_olmak
"taninmak",meshur_olmak
"taninmak",meshur_olmak
"herkes tarafindan taninmak",meshur_olmak
"ortaya cikmak",meydana_cikmak
"gizlenen durumun ortaya cikmasi",meydana_cikmak
"bir olayin herkes tarafindan bilinmesi",meydana_cikmak
"olusmak",meydana_gelmek
"yeni durumun olusmasi",meydana_gelmek
"bir isi emek vererek  olusturmak",meydana_gelmek
"okul bitirmek",mezun_olmak
"okulun bitmesi",mezun_olmak
"bir okulu bitirmek",mezun_olmak
"bir makine parcalarini yerine takmak",monte_etmek
"entegre etmek",monte_etmek
"esyayi bir yere sabitlemek",monte_etmek
"savunmak",mudafaa_etmek
"savunma",mudafaa_etmek
"birisini bir olaraya karsi korumak",mudafaa_etmek
"karismak",mudahale_etmek
"duzeltmek",mudahale_etmek
"kotu bir  olayin olmasini engellemek",mudahale_etmek
"tartismak",munakasa_etmek
"tartisma",munakasa_etmek
"bir kisiyle tartismak",munakasa_etmek
"basvurmak",muracaat_etmek
"basvurmak",muracaat_etmek
"basvurmak",muracaat_etmek
"istemek",musaade_etmek
"izin vermek",musaade_etmek
"izin vermek",musaade_etmek
"sebep olmak",neden_olmak
"sebebiyet vermek",neden_olmak
"bir olayin sebebi olmak",neden_olmak
"tiksinti duymak",nefret_etmek
"sevmemek",nefret_etmek
"birisinden veya bir seyden hoslanmamak",nefret_etmek
"grip olmak",nezle_olmak
"hasta olmak",nezle_olmak
"hasta olmak",nezle_olmak
"vasiflandirmak",nitelendirmek
"ozelliklendirmek",nitelendirmek
"anlamlandirmak",nitelendirmek
"bitirmek",noktalamak
"sonlandirmak",noktalamak
"sonlandirmak",noktalamak
"birinin soylediklerini yazmak",not_almak
"konunun yaziya dokulmesi",not_almak
"kaydetmek",not_almak
"not alarak yazmak",not_etmek
"yazmak",not_etmek
"kaydetmek",not_etmek
"birinin soylediklerini yazmak",not_tutmak
"olaylari yazmak",not_tutmak
"kaydetmek",not_tutmak
"degerini vermek",odemek
"bir alisveris iliskisinde  alinan seyin bedelini saticiya vermek.",odemek
"alinan hizmetin karsiligini vermek",odemek
"birinden bilgi almak",ogrenmek
"bilgi edinmek.",ogrenmek
"yeni bilgiler edinmek",ogrenmek
"birine bilgi vermek",ogretmek
"birine istenilen herhangi bir konuda bilgi ve beceri kazandirmak.",ogretmek
"yeni bilgiler aktarmak",ogretmek
"bir yaziyi seslendirmek",okumak
"yazinin goz ile anlasilmasi",okumak
"ogrenmek",okumak
"birinin canina son vermek",oldurmek
"oldurme bir canli varligin yasamina son verme eylemidir.",oldurmek
"bir canlinin yasam hakkini elinden almak ",oldurmek
"meydana gelmek",olmak
"varolus",olmak
"var olus",olmak
"yasantinin bitmesi",olmek
"(canlilar icin) herhangi bir nedenle yasami sona ermek  artik yasamaz olmak  can vermek.",olmek
"vefat etmek",olmek
"ortaya cikmak",olusmak
"meydana gelmek",olusmak
"tanimi nedir?",olusmak
"ortaya cikarmak",olusmak
"bir ise bicim vermek",olusturmak
"bir ise bicim vermek",olusturmak
"elirgin bir varlik kazanmasini saglamak  bicimlendirip ortaya cikarmak  olusmasini saglamak.",olusturmak
"yeni bir sey yaratmak",olusturmak
"bir fikre katilmak",onaylamak
"bir fikri dogru bulmak",onaylamak
"yapilan bir isi dogru  uygun ve yerinde bulmak  uygun gorerek kabul etmek.",onaylamak
"yapilan bir isi dogru  uygun ve yerinde bulmak  uygun gorerek kabul etmek.",onaylamak
"bir fikire katilmak ve uygun bulmak ",onaylamak
"bir savin dogrulugunu kabul etmek",onaylamak
"dusuncesini belirtmek",one_surmek
"uzerinde gorusulmek uzere bir dusunce soylemek  ortaya bir dusunce atmak.",one_surmek
"fikir beyan etmek",one_surmek
"birini degerli gormek",onem_vermek
"onemli saymak  deger vermek  onemsemek.",onem_vermek
"kiymet vermek",onem_vermek
"tavsiye etmek",onermek
"kabul edilmesi dilegiyle bir gorus  bir aday  bir sey one surmek.",onermek
"tavsiye etmek",onermek
"tahmin etmek",ongormek
"ileride olmasi gerekeni gostermek  onceden kararlastirmak  ilerisi icin dusunmek  olmasini onceden gerekli gormek.",ongormek
"olacaklari oncesinden tahmin etmek",ongormek
"bir duruma engel olmak",onlemek
"bir seyin olmasini ya da yapilmasini onleyici bir neden durumunda ortaya cikmak  gerceklesmesine engel olmak.",onlemek
"bir seyin gerceklesmesinin onune gecmek",onlemek
"dudaklarini degdirmek",opmek
"sevgi  saygi  baglilik  tesekkur belirtmek eregiyle dudaklari bir kimseye ya da seye degdirmek.",opmek
"guzel duygularin disa vurumu",opmek
"gorunmeyen bir yere koymak",ortadan_kaldirmak
"gorunmesin diye onlem almak  gizlemek  saklamak.",ortadan_kaldirmak
"bir seyi yok etmek",ortadan_kaldirmak
"goz onune cikarmak",ortaya_cikarmak
"(bir seyi) belgeleriyle kanitlamak.",ortaya_cikarmak
"bir seyi aciga cikarmak",ortaya_cikarmak
"bir bilinmezi olusturmak",ortaya_koymak
"aratmak  yapmak  olusturmak.",ortaya_koymak
"fikir sunmak",ortaya_koymak
"belirli bir yerde yasamak",oturmak
"vucudun belden yukarisi dik duracak bicimde agirligi kaba etlere vererek bir yere yerlesmek.",oturmak
"dinlenmek icin yapilan faaliyet",oturmak
"bir duruma karsi gorus belirtmek",oy_vermek
"Oylama  secim bolgesinde bir toplanti veya secmen gibi bir grup icin  genellikle tartisma veya secim kampanyalarinin ardindan toplu bir karar vermek veya gorus bildirmek icin kullanilan bir yontemdir.",oy_vermek
"bir konuda secim yapmak",oy_vermek
"dans etmek",oynamak
"hosca vakit gecirme  eglenme  oyalanma gibi amaclarla bir seyle  herhangi bir oyunla ugrasmak.",oynamak
"dans etmek",oynamak
"bir konunun ozunu anlatmak",ozetlemek
"bir konuyu  sozu ya da yaziyi ana cizgileriyle  daha az sozcukle  kisa ve oz bir bicimde anlatmak ya da yeniden yazmak.",ozetlemek
"kisaca anlatmak",ozetlemek
"birini gormek istemek",ozlemek
"sevdigi bir seyi ya da kimseyi bir daha gormek istegini duymak  ona kavusmak istemek  onu gorecegi gelmek.",ozlemek
"sevilen bireylerden uzak kalinca hissedilen duygu",ozlemek
"birinden bagislanma dilemek",ozur_dilemek
"yapilan bir yanlistan  uygun olmayan bir durumdan vb. dolayi bagislanma dilemek.",ozur_dilemek
"hatali davranis sonucu affedilmek amaciyla yapilan eylem",ozur_dilemek
"strese girmek",paniklemek
"buyuk bir korkuya kapilmak  asiri olcude korkup ne yapacagini bilemez olmak  panige kapilmak.",paniklemek
"olumsuz bir durum  karsisinda fazla heyecanlanmak",paniklemek
"ekonomik bagimsizlik",para_kazanmak
"emek verilerek yapilan isin odenen karsiliktir.",para_kazanmak
"verilen emegin maddi karsiligini almak",para_kazanmak
"indirim yaptirmak",pazarlik_etmek
"bir malin  urunun  hizmetin vb. fiyati uzerinde karsilikli cekismek.",pazarlik_etmek
"indirim icin satici ile anlasmaya calismak",pazarlik_etmek
"isi uygulamak",pisirmek
"bir besin maddesini gerektigi surece isida tutarak yenebilecek bir duruma getirmek.",pisirmek
"cig besinleri ates ile yenilecek duruma getirmek",pisirmek
"yaptigindan uzuntu duymak",pisman_olmak
"yaptigi bir isin yanlis oldugunu ya da uygunsuz sonuc verdigini  soyledigi bir sozun yerinde olmadigini anlayarak uzulmek.",pisman_olmak
"yapilan yanlis bir hareket sonrasi hissedilen olumsuz duygu durumu",pisman_olmak
"yeterince isidan sonra hazir hale gelmek",pismek
"(yiyecekler icin) ates uzerinde  kaynar suda  yagda ya da firinda isi etkisiyle yenilebilir duruma gelmek.",pismek
"fazla sicaklamak",pismek
"bir isi onceden belirlemek",planlamak
"yapilacak bir isi belli bir plana gore duzenlemek.",planlamak
"yapilacak aktiviteleri onceden organiz etmek",planlamak
"bir belgeyi kargoyla yollamak",postalamak
"genellikle posta araciligiyla yollamak  gondermek.",postalamak
"bir mektupu uzaga gondermek",postalamak
"bir esyayi kolayca almak",rahat_almak
"olaylari cok fazla umursamamak",rahat_almak
"kolay gormek",rahat_almak
"huzuru bozmak",rahatsiz_etmek
"(bir sey  birinin) keyfini kacirmak  rahatini bozmak.",rahatsiz_etmek
"bir kisinin kotu hissetmesine sebebiyet vermek",rahatsiz_etmek
"birine denk gelmek",rastlamak
"hic ummadigi  dusunmedigi halde karsilasmak.",rastlamak
"beklenmeyen bir durumda iki kisinin karsilasmasi",rastlamak
"bir durumu kabullenmek",razi_olmak
"Uygun bulmak  begenmek  benimsemek  istemek  kabul etmek.",razi_olmak
"olanlari kabul etmek",razi_olmak
"bir durumu kabul etmemek",reddetmek
"kendisine verilen ya da kendisi icin yapilmak istenen bir seyi kabul etmemek.",reddetmek
"olanlari kabul etmememk",reddetmek
"diyete girmek",rejim_yapmak
"sagligi korumak ya da zayiflamak eregiyle yalnizca belirli yiyecekleri yemek.",rejim_yapmak
"zayiflamak icin yapilan etkinlik",rejim_yapmak
"bozulmus yapiyi onarmak",restore_etmek
"(eski ve degerli bir yapiyi) bozulmus  yikilmis yerlerini  bolumlerini aslina uygun bir bicimde  aslini bozmadan onarmak.",restore_etmek
"yipranmis yapilari ozune uygun olacak sekilde guncellemek",restore_etmek
"birinden istemek",rica_etmek
"tesekkur etmenin karsiligidir.",rica_etmek
"yardim istemek",rica_etmek
"bir durumda kendini tehlikeye atmak",riske_girmek
"riski goze almak.",riski_girmek
"tehlikeli bir karar vermek",riski_girmek
"bir durumu mumkun kilmak",saglamak
"onleyici seyleri yok ederek  kaldirarak ya da gereken uygun durumu  kosullari hazirlayarak bir isin olmasini gerceklestirmek.",saglamak
"imkan vermek ",saglamak
"bir objeyi gizlemek",saklamak
"kimse gormesin diye gizli bir yere koymak ya da ustunu ortmek.",saklamak
"bir seyi bir kisiden gizlemek",saklamak
"zarar vermek",saldirmak
"bir kimseye ya da bir seye karsi  silahli ya da silahsiz olarak  zarar verici bir davranista bulunmak.",saldirmak
"bir seye kisiye karsi incitici sekilde davranmak",saldirmak
"yanlis anlamak",sanmak
"karsitinin da olasiligini dusunmekle birlikte  bir seyin soyle ya da boyle oldugunu dusunmek  olabilecegine daha cok inanmak.",sanmak
"bir durumu farkli dusunmek",sanmak
"baska bir yone yonelmek",sapmak
"yonunu  dogrultusunu degistirmek.",sapmak
"bir yoldan farkli bir yola gecmek",sapmak
"bir durumun farkina varmak",saptamak
"bir seyi bir yere baglanmis  saplanmis gibi kimildayamaz duruma getirmek.",saptamak
"bir seyin ne oldugunu bulmak",saptamak
"melodili ses",sarki_soylemek
"belirli bir ahenk ile ses cikarmak",sarki_soylemek
"sesle yapilan bir eylem ",sarki_soylemek
"etraflica ortmek",sarmak
"cevresini cevirmek  cevresine dolanmak.",sarmak
"bir seyi rulo haline getirmek",sarmak
"on kosul",sart
"kosul",sart
"sozlesmede taraflarin uymayi taahhut ettikleri hususlarin kayda gecirildigi belgedir.",sart
"beklenmedik bir durumla karsilasinca verilen tepki",sasirmak
"beklenmedik durumlara karsi tepki vermek",sasirmak
"insani bir duygu ",sasirmak
"yanlis tercih yapmak",sasmak
"soka girmek",sasmak
"insani bir duygu ",sasmak
"bir malin bedelini odemek",satin_almak
"uretim icin gerekli her cesit malzeme  techizat  urun ve hizmetlerin temin edilmesi ile ilgili faaliyetlerin sorumlulugunu tasiyan ve malzeme yonetiminin pazar ile olan iliskisini meydana getiren bir fonksiyonlar dizisidir",satin_almak
"bir hizmeti ya da mali para karsiliginda elde etmek",satin_almak
"bir malin bedelini almak",satmak
"bir mali  bedelini odeyen bir aliciya vermek.",satmak
"bir hizmeti ya da mali para karsiligi vermek",satmak
"catismaya girmek",savasmak
"(İki veya daha cok devlet) Birbiriyle silâhli carpismaya girismek  harbetmek  muhârebe etmek.",savasmak
"iki farkli toplulugun guc yarisi",savasmak
"bir duruma karsi kendini koruma",savunmak
"mudafaa etmek",savunmak
"Savunma saldiriyi onleme icin yapilan harekettir.",savunmak
"siraya koymak",saymak
"adet saptamak",saymak
"Sayma  sonlu bir kumedeki elemanlarin sayisini bulmak icin sayma sayilarini kullanarak yapilan isleme verilen addir.",saymak
"birini gordugunde ilk verdigimiz tepki",selamlamak
"bir baskasini gorunce yapilan eylem",selamlamak
"Bir kimseyle karsilasildiginda  birinin yanina gidildiginde veya yanindan uzaklasildiginda kendisine sozle veya isaretle bir nezaket gosterisi yapmak  selam vermek  esenlemek",selamlamak
"istedigimiz durumlarda yasadigimiz duygu",sevinmek
"mutlulugu disa vurmak",sevinmek
"sevincli bir ruh durumuna girmek  sevinc duyumsamak.",sevinmek
"kalben yasanan pozitif bir duygu",sevmek
"birisine ozel ilgi duymak",sevmek
"ozetlersek  sevgiyi bir yasanti  somut bir yasamsal surec olarak degil de  soyut bir kavram olarak goren bu tanimlamalara gore sevgi  bir kisiye ya da bir seye karsi duyulan ilgi  baglilik  ictenlikli yakinlik duygusu  derin sevecenlik; o kisinin ya da seyin iyiligini isteme  ona icten baglanmadir.",sevmek
"bir yerden bir yere farkli amaclarla gitmek",seyahat_etmek
"yolculuk yapmak",seyahat_etmek
"genellikle uzak yerleri gezip gormek eregiyle yolculuk yapmak.",seyahat_etmek
"goz ile takip etmek",seyretmek
"bir sure izlemek",seyretmek
"bir seyin olusumunu  durumunu gozlemek  bir seye bakmak.",seyretmek
"guven buldugun alanlara gitmek",siginmak
"kendini guvence altina almak",siginmak
"yagmurdan  gunesten ya da cesitli tehlikelerden kacarak guvenli bir yere cekilmek.",siginmak
"memnun olunmaya durum karsisinda tepki gostermek",sikayet_etmek
"memnuniyetsizligi dile getirmek",sikayet_etmek
"sizlanmak  yakinmak.",sikayet_etmek
"konuya olaya duruma ilgi duymamak",sikilmak
"ilgi kaybetmek",sikilmak
"sikmak eylemine konu olmak",sikilmak
"basari orani icin yapilan olcum",sinava_girmek
"degerlendirmeye tabi tutulmak",sinava_girmek
"bir seye hazirlanmak.",sinava_girmek
"yapilabilirlik  yapilamazlik alanlarini cizmek",sinirlamak
"limit koymak",sinirlamak
"inirini belirlemek  sinir cekmek.",sinirlamak
"duygu durum paylasimi",sohbet_etmek
"bir konu uzerinden iletisim kurmak",sohbet_etmek
"konusmak iletisim kurmak",sohbet_etmek
"bir hayvanin yaptigi can acitici hadise",sokmak
"arinin ignesini baska bir yere yerlestirmesi",sokmak
"icine ya da arasina girmesini saglamak.",sokmak
"bir durumu sonlandirmak",son_vermek
"artik devam etmemek",son_vermek
"sonuclandirmak",son_vermek
"bir durumun kendiliginden sonlanmasi",sona_ermek
"tukenmek",sona_ermek
"bitis",sona_ermek
"agizla yapilan faaliyet",soylemek
"ifade etmek",soylemek
"birine bir sey anlatmak",soylemek
"bir konu hakkinda teminat vermek",soz_vermek
"taahhut etmek",soz_vermek
"birine karsi yerine getirmek zorunda oldugun eylem",soz_vermek
"zinde olabilmek icin hareket etmek",spor_yapmak
"yuksek tempolu bedensel aktivitede bulunmak",spor_yapmak
"saglikli yasam icin yapilan eylem",spor_yapmak
"bir durumun dogrulugundan emin olmamak",suphe_etmek
"guven duymamak",suphe_etmek
"suphe veya kusku  bir insanin  bir olay karsisinda duydugu emin olamama duygusu veya guvensizlik duygusudur",suphe_etmek
"faaliyete devam etmek",surdurmek
"devam etmek",surdurmek
"devam ettirmek",surdurmek
"bir yerden bir yere gitmek icin yapilan eylem",surmek
"yonlendirmek",surmek
"onune katip goturmek.",surmek
"bir durumun giris gelisme ve sonuc asamalarini izlemek",takip_etmek
"",takip_etmek
"bir seyin izinde olmak ",takip_etmek
"bir nesneyi bir yere yerlestirmek",takmak
"tutturmak",takmak
"koru korune baglilik",takmak
"bilinmeyen birisi hakkinda ilk kez bilgi edinmek",tanismak
"yabanci olunan birisi hakkinda karsilikli bilgi edinmek",tanismak
"ilk gordugun kisilerle olan bir eylem ",tanismak
"birileri arasinda baglanti kurmak",tanistirmak
"tanismaya aracilik etmek",tanistirmak
"daha once birbirini tanimayan kimselerin) tanismalarini saglamak.",tanistirmak
"bir yerden bir yere nakliyat",tasimak
"bir seyi baska bir noktaya tasimak",tasimak
"bir yerden bir yere kaldirma",tasimak
"bir durum hakkinda deneyimlerinden ornek vermek",tavsiye_etmek
"onermek",tavsiye_etmek
"irine  bir seyin yapilmasini ya da yapilmamasini ogutlemek  yol gostermek.",tavsiye_etmek
"davetiye vermek",teklif_etmek
"oneride bulunmak",teklif_etmek
"birine bir seyi kendi istegi disinda  verme ",teklif_etmek
"anlasilmayan bir durum hakkinda birden fazla kez ustunden gecmek",tekrar_etmek
"yeniden yapmak",tekrar_etmek
"ayni seyi birden fazla  soyleme",tekrar_etmek
"birisi ile iletisim kurmak icin kullanilan yol",telefon_etmek
"aramak",telefon_etmek
"bir kisiyi aramak",telefon_etmek
"fiziksel etkilesim de bulunmak",temas_etmek
"dokunmak",temas_etmek
"dokunmak ",temas_etmek
"fiziksel etkilesim icin baglanti olusturmak",temas_kurmak
"iletisime gecmek",temas_kurmak
"iletisim icine girmek ",temas_kurmak
"yeni bir sey saglamak",temin_etmek
"elde etmek",temin_etmek
"Temin etmek  bir seyin gerceklesmesi icin gerekli kosullari saglamak anlamina gelir. Kelimenin bir diger anlami ise sahip olmaktir.",temin_etmek
"hijyenik hale getirmek",temizlemek
"kirlilik yaratan nedenleri ortadan kaldirmak",temizlemek
"kirinden arindirmak ",temizlemek
"bir grubu disariya ifade etmek",temsil_etmek
"tumun bireysel olarak ornegini olusturmak",temsil_etmek
